,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,5.551115123125783e-17,0.11013851395908945,0.8609390688788355,0.11538720737846744,0.6079798042802161,0.35893171237517413,0.7792089269914286,0.08241153759083542,0.1375858568402182,0.26326509032237067,0.6865906735110412,1.0,0.24118556287773968,0.4829290494648258,1.0,0.6426568744685898,1.0,1.0,0.727594797781957,0.5047363454293774
1,0.11013851395908937,5.551115123125783e-17,0.9449202118848178,0.5413021628902327,0.09494338179130492,0.09461512363848353,0.44678009770610994,0.2802636718046136,0.26907074097673883,0.49903898422632026,1.0,1.0,0.314145430286875,1.0,1.0,1.0,1.0,0.11511598600846389,1.0,1.0
2,0.8609390688788355,0.9449202118848178,5.551115123125783e-17,1.0,0.14563164103798173,0.03153924219658862,1.0,0.10124061117585938,1.0,1.0,0.5777619098531191,1.0,0.42672690199722196,0.4964868949383175,0.45779558323916225,0.13831259090663706,0.10914559545873835,1.0,0.8786237174957462,1.0
3,0.11538720737846753,0.5413021628902327,1.0,5.551115123125783e-17,0.05482471232730244,0.7657262468941666,1.0,1.0,1.0,0.39409522779586514,0.3103091480383681,0.9569283565760437,1.0,0.1760213127991109,0.9135207405756435,1.0,1.0,1.0,0.19747943814246824,1.0
4,0.6079798042802163,0.09494338179130503,0.14563164103798173,0.05482471232730244,5.551115123125783e-17,0.13243675332450572,1.0,0.005670259968084839,0.393857290298136,0.8494039920821332,1.0,0.8029619476880321,0.6942675349910489,1.0,0.8335947744426784,1.0,0.13440145975993806,0.4218413516264302,0.3228464069908365,0.326357371671014
5,0.35893171237517413,0.09461512363848358,0.03153924219658872,0.7657262468941666,0.1324367533245057,0.0,0.47991673873446566,0.12691673326260622,0.18809350186001084,0.7252737724988213,1.0,0.7643970002415328,1.0,1.0,0.08175872976210956,1.0,1.0,0.5471648071030845,1.0,0.47215587972708484
6,0.7792089269914287,0.44678009770610994,1.0,1.0,1.0,0.47991673873446566,1.1102230246251568e-16,0.22113511034435984,0.24212859301408143,0.10888975258656662,0.06842162709602857,0.9476911298762419,0.04008165486466305,1.0,1.0,1.0,1.0,1.0,1.0,0.6821533493796237
7,0.08241153759083547,0.2802636718046136,0.10124061117585949,1.0,0.005670259968084781,0.12691673326260622,0.22113511034435998,0.0,0.5304730197806277,0.8103881774710073,0.014701557574989036,1.0,0.11877707886982333,1.0,1.0,0.48660435605124863,0.0189917277681913,0.3274024708193169,0.6800325629376367,1.0
8,0.13758585684021835,0.2690707409767388,1.0,1.0,0.393857290298136,0.18809350186001084,0.2421285930140815,0.5304730197806277,0.0,1.0,0.6154929073675023,1.0,0.11957349310869199,1.0,1.0,1.0,0.16957309933878664,0.5385540667917997,1.0,0.13378114639886268
9,0.26326509032237067,0.49903898422632026,1.0,0.39409522779586503,0.8494039920821334,0.7252737724988213,0.10888975258656655,0.8103881774710072,1.0,0.0,0.5766355426039648,0.24655563832383362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,0.6865906735110412,1.0,0.5777619098531191,0.3103091480383682,1.0,1.0,0.06842162709602857,0.014701557574989036,0.6154929073675023,0.5766355426039647,5.551115123125783e-17,1.0,0.3524462607747141,1.0,0.4296606048464577,0.3473255353216019,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,0.9569283565760437,0.802961947688032,0.7643970002415329,0.9476911298762419,1.0,1.0,0.24655563832383362,1.0,5.551115123125783e-17,0.5389075231230902,0.7982667706126382,0.276058966683752,1.0,0.0920966166844548,1.0,0.5602165559325868,1.0
12,0.2411855628777396,0.314145430286875,0.42672690199722196,1.0,0.6942675349910489,1.0,0.040081654864663106,0.11877707886982339,0.11957349310869199,1.0,0.3524462607747141,0.5389075231230902,0.0,0.18835740818308816,0.4941923871829575,0.6122739493504158,0.5108376726612134,1.0,0.7932927162386173,0.5303517378254846
13,0.48292904946482573,1.0,0.4964868949383174,0.17602131279911098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7982667706126382,0.18835740818308816,1.1102230246251568e-16,0.48760409230879903,0.1135683238379345,0.8947305324429096,0.2716055691318251,0.14989647847671947,0.2348818600083284
14,1.0,1.0,0.45779558323916225,0.9135207405756435,0.8335947744426784,0.08175872976210943,1.0,1.0,1.0,1.0,0.4296606048464576,0.27605896668375207,0.4941923871829576,0.48760409230879903,5.551115123125784e-17,1.0,0.46488145137432496,0.7020251051549805,1.0,1.0
15,0.6426568744685898,1.0,0.13831259090663706,1.0,1.0,1.0,1.0,0.48660435605124863,1.0,1.0,0.3473255353216019,1.0,0.6122739493504158,0.11356832383793454,1.0,0.0,0.00615670018217885,0.4005623004598439,0.424258675767095,1.0
16,1.0,1.0,0.1091455954587383,1.0,0.13440145975993814,1.0,1.0,0.01899172776819137,0.1695730993387866,1.0,1.0,0.09209661668445465,0.5108376726612134,0.8947305324429096,0.46488145137432496,0.00615670018217885,0.0,1.0,0.2790205640745527,1.0
17,1.0,0.11511598600846389,1.0,1.0,0.4218413516264302,0.5471648071030845,1.0,0.32740247081931695,0.5385540667917997,1.0,1.0,1.0,1.0,0.2716055691318251,0.7020251051549805,0.4005623004598439,1.0,0.0,0.12343519852644552,1.0
18,0.727594797781957,1.0,0.8786237174957462,0.19747943814246818,0.32284640699083655,1.0,1.0,0.6800325629376367,1.0,1.0,1.0,0.5602165559325868,0.7932927162386173,0.14989647847671947,1.0,0.424258675767095,0.2790205640745528,0.12343519852644542,5.551115123125783e-17,1.0
19,0.5047363454293775,1.0,1.0,1.0,0.326357371671014,0.47215587972708484,0.6821533493796237,1.0,0.13378114639886268,1.0,1.0,1.0,0.5303517378254846,0.2348818600083284,1.0,1.0,1.0,1.0,1.0,1.1102230246251568e-16
